RN;SAT;Regi„o;UF;Latitude;Longitude;Altitude Normal (HN);Altitude Geometrica (h);Dif. Altitudes SAT-RN (h-HN);Fator de Conversao hgeoHNOR2020 ;Incerteza hgeoHNOR2020 ;Residuos
  3096T;96311;SUDESTE;SP;-22,2852398;-49,4915072;627,1396;621,015;-6,12;-6,16;0,08;0,04
  3077U;96312;SUDESTE;SP;-22,6215843;-49,382739;599,4499;593,542;-5,91;-5,87;0,08;-0,03
  2895L;96313;SUDESTE;SP;-22,8828887;-48,7578013;799,517;794,082;-5,44;-5,38;0,07;-0,06
  2912Z;96318;SUDESTE;SP;-21,2659502;-47,8181379;574,8117;567,914;-6,9;-6,84;0,07;-0,05
  3039S;96319;SUDESTE;SP;-20,2449437;-47,8743244;554,196;546,347;-7,85;-7,97;0,07;0,12
  2143E;96331;SUDESTE;SP;-23,7562526;-45,8774278;04,6860;00,030;-4,66;-4,44;0,07;-0,22
  1980X;96332;SUDESTE;SP;-23,6672488;-45,4364118;02,9601;-1,797;-4,76;-4,66;0,07;-0,09
  2160Z;96333;SUDESTE;SP;-24,0315672;-46,3993456;90,0354;85,337;-4,7;-4,73;0,08;0,03
  2134B;96334;SUDESTE;SP;-24,2812211;-47,2247038;53,5078;49,914;-3,59;-3,62;0,08;0,03
  2139L;96335;SUDESTE;SP;-24,2225386;-47,9270063;33,2165;29,993;-3,22;-3,34;0,07;0,12
  2890A;96336;SUDESTE;SP;-23,0394185;-47,897598;569,9511;564,506;-5,45;-5,38;0,08;-0,06
  3279U;91103;SUL;PR;-25,4555288;-49,2374304;907,1592;911,134;3,97;3,94;0,07;0,03
  3279F;91105;SUL;PR;-25,4483686;-49,2309548;921,8136;925,765;3,95;3,92;0,07;0,03
  9508V;91114;SUL;PR;-25,4521318;-49,7136358;1145,2642;1149,698;4,43;4,37;0,07;0,07
  3279N;91123;SUL;PR;-25,4522587;-49,2359361;909,6678;913,689;4,02;3,94;0,07;0,08
  3279R;91124;SUL;PR;-25,4540867;-49,2367715;907,1669;911,184;4,02;3,94;0,07;0,08
  2985A;91582;SUL;PR;-25,5791022;-54,5591295;179,9379;185,023;5,09;5,11;0,09;-0,02
  9501J;91650;SUL;PR;-23,0927217;-52,4412033;469,5184;467,495;-2,02;-2,01;0,07;-0,01
  1743H;91743;SUL;PR;-24,7530239;-51,7761673;893,1957;894,896;1,7;1,69;0,08;0,01
  3105Z;91793;SUL;PR;-22,9354305;-52,1400965;441,4813;438,788;-2,69;-2,63;0,07;-0,07
  3105U;91795;SUL;PR;-22,6963865;-51,7919334;379,5623;375,727;-3,84;-3,7;0,08;-0,13
  2018P;92700;SUL;PR;-24,7249367;-49,9863699;1037,6702;1041,746;4,08;4,04;0,08;0,04
  1597H;93961;SUL;PR;-24,0153659;-51,0917001;1011,9916;1011,977;-0,01;-0,15;0,08;0,13
  2017F;93962;SUL;PR;-24,2556929;-49,7132373;834,7715;836,262;1,49;1,54;0,07;-0,04
  1587X;93999;SUL;PR;-23,2464698;-50,7269278;400,293;396,114;-4,18;-4,09;0,08;-0,09
  1719E;94049;SUL;PR;-24,080816;-54,1870607;270,5384;273,153;2,61;2,61;0,07;0
  2028D;94050;SUL;PR;-23,8749019;-53,8909314;377,9957;379,521;1,53;1,6;0,07;-0,07
  1567F;94078;SUL;PR;-23,3961134;-53,6222441;362,955;362,887;-0,07;-0,08;0,08;0,01
  2038C;94079;SUL;PR;-22,7375937;-52,9735705;310,6524;308,626;-2,03;-2,04;0,08;0,01
  1577E;94080;SUL;PR;-23,0226641;-52,4950248;456,9818;454,907;-2,07;-2,06;0,07;-0,02
  2928G;94081;SUL;PR;-23,1933283;-51,8884273;507,0626;504,47;-2,59;-2,59;0,07;0
  2926X;94082;SUL;PR;-23,3276676;-51,543765;725,2178;722,311;-2,91;-2,43;0,07;-0,47
  1589J;94083;SUL;PR;-23,3143239;-51,3653151;746,4917;743,741;-2,75;-2,81;0,07;0,05
  2926M;94084;SUL;PR;-23,4107314;-51,435637;812,5224;810,325;-2,2;-2,25;0,07;0,05
  2937H;94085;SUL;PR;-23,6620747;-51,6917918;606,1806;604,353;-1,83;-1,83;0,07;0
  2940A;94086;SUL;PR;-24,0999335;-51,6498157;539,0504;537,752;-1,3;-1,26;0,08;-0,04
  1593L;94087;SUL;PR;-23,6882243;-49,8335201;624,6169;622,396;-2,22;-2,25;0,07;0,03
  2933J;94088;SUL;PR;-23,8896361;-50,2722059;684,8542;683,939;-0,92;-0,9;0,07;-0,02
  1595X;94089;SUL;PR;-24,1700992;-49,7982672;939,4021;940,479;1,08;1,06;0,07;0,02
  1716V;94090;SUL;PR;-24,9741911;-54,3917991;232,7519;237,311;4,56;4,6;0,08;-0,04
  1737L;94091;SUL;PR;-24,4888138;-52,8938454;513,529;514,586;1,06;1,06;0,07;0
  2023L;94092;SUL;PR;-24,0962411;-52,6232107;590,2758;590,295;0,02;0,07;0,08;-0,05
  1732G;94093;SUL;PR;-25,0019778;-53,5021462;748,8069;752,277;3,47;3,39;0,08;0,08
  1723S;94094;SUL;PR;-25,1091331;-52,8558666;835,11;837,565;2,46;2,37;0,08;0,08
  1740M;94096;SUL;PR;-25,5220336;-51,5398838;1064,1606;1068,661;4,5;4,46;0,07;0,05
  2016B;94097;SUL;PR;-25,1790674;-50,656142;822,5612;826,231;3,67;3,68;0,07;-0,01
  2040G;94098;SUL;PR;-25,2185833;-50,0563493;823,697;827,948;4,25;4,24;0,07;0,01
  2935V;94099;SUL;PR;-25,6342143;-49,8312629;899,3279;903,617;4,29;4,3;0,07;-0,01
  1748R;94100;SUL;PR;-26,2173672;-51,5172326;912,5509;918,81;6,26;6,2;0,08;0,06
  2020C;94101;SUL;PR;-24,6651829;-50,6833077;933,194;935,869;2,68;2,67;0,08;0
  2046C;94102;SUL;PR;-25,1113018;-48,7648235;747,6572;749,259;1,6;1,64;0,08;-0,04
  2049M;94103;SUL;PR;-25,6973313;-48,4759079;04,8328;04,807;-0,03;-0,1;0,09;0,08
  2932G;94112;SUL;PR;-24,00364;-50,4464865;867,9588;868,008;0,05;0;0,07;0,05
  2935B;94113;SUL;PR;-23,5312014;-50,1197177;487,3743;484,173;-3,2;-3,14;0,07;-0,07
  2015N;96146;SUL;PR;-25,2265814;-50,5992965;875,2503;879,153;3,9;3,8;0,07;0,1
  2021V;96147;SUL;PR;-24,5665493;-51,3375284;536,5017;537,333;0,83;0,84;0,08;0
  1594D;96148;SUL;PR;-23,7223914;-52,180014;375,0813;373,219;-1,86;-1,85;0,08;-0,02
  1581T;96149;SUL;PR;-23,7893704;-53,0603096;471,0216;471,05;0,03;-0,05;0,08;0,08
  1737E;96150;SUL;PR;-24,5570774;-52,9985344;485,7066;486,95;1,24;1,26;0,07;-0,02
  1720M;96151;SUL;PR;-24,3755293;-53,8350235;382,0367;384,635;2,6;2,65;0,08;-0,05
  1731M;96152;SUL;PR;-25,1499081;-53,843908;672,8605;676,829;3,97;3,95;0,08;0,02
  1726F;96153;SUL;PR;-25,7498442;-53,0535789;511,5749;514,3;2,73;2,85;0,08;-0,13
  1728D;96154;SUL;PR;-26,2665338;-52,7826059;689,72;694,388;4,67;4,6;0,08;0,07
  1735D;96155;SUL;PR;-25,4258255;-52,0179865;770,1935;773,504;3,31;3,31;0,08;0,01
  1741B;96156;SUL;PR;-25,6969978;-51,6599773;1052,0128;1056,85;4,84;4,82;0,07;0,01
  3093H;91850;SUL;RS;-30,0740424;-51,1197648;72,1713;76,745;4,57;5,14;0,08;-0,57
  3093J;91899;SUL;RS;-30,0731809;-51,1197747;73,565;78,721;5,16;5,14;0,08;0,02
  1938J;91936;SUL;RS;-29,8343847;-55,6858042;130,2426;142,374;12,13;12,12;0,08;0,02
  1941N;91938;SUL;RS;-30,8582436;-55,5020138;199,5471;213,375;13,83;13,82;0,09;0,01
  1946V;91939;SUL;RS;-30,3812448;-56,397078;149,0281;162,57;13,54;13,57;0,09;-0,03
  1943J;91940;SUL;RS;-30,1779067;-56,0547412;226,8723;239,91;13,04;13,08;0,08;-0,04
  1937B;91943;SUL;RS;-30,2415909;-54,9508785;139,4164;151,443;12,03;12,07;0,08;-0,04
  1930H;91945;SUL;RS;-29,6663734;-54,6727409;119,725;130,041;10,32;10,34;0,08;-0,02
  1792L;91946;SUL;RS;-29,6953655;-53,7750871;115,7138;125,278;9,56;9,6;0,07;-0,03
  1792H;91947;SUL;RS;-29,7108457;-53,7168047;85,7358;95,244;9,51;9,5;0,07;0
  1977L;91950;SUL;RS;-32,2491159;-53,553677;136,5659;148,49;11,92;12;0,09;-0,07
  1969N;93772;SUL;RS;-33,7012836;-53,4210334;08,6774;20,519;11,84;11,88;0,1;-0,04
  1953B;93774;SUL;RS;-31,8137886;-54,15675;144,1824;157,379;13,2;13,11;0,09;0,08
  1916J;93816;SUL;RS;-28,3783195;-54,2837667;265,5776;274,147;8,57;8,63;0,08;-0,06
  1413L;93972;SUL;RS;-28,0563437;-51,1297603;914,1433;921,153;7,01;6,98;0,08;0,03
  1767M;93973;SUL;RS;-28,7376917;-51,0932345;851,2865;858,161;6,87;6,82;0,08;0,06
  1901U;93974;SUL;RS;-27,8145386;-53,0392795;453,6065;460,61;7;7,6;0,08;-0,6
  1919R;93975;SUL;RS;-28,6356413;-53,6138781;471,0538;480,033;8,98;8,96;0,08;0,02
  1907L;93976;SUL;RS;-29,1720307;-52,2058918;499,1586;506,793;7,63;7,57;0,07;0,06
  1770E;93977;SUL;RS;-28,6140513;-51,8773767;490,1383;497,508;7,37;7,33;0,08;0,04
  1766C;94037;SUL;RS;-28,669325;-50,4358872;1051,0259;1057,556;6,53;6,52;0,07;0,01
  1965U;94038;SUL;RS;-31,3907267;-52,6774992;418,7161;429,187;10,47;10,57;0,08;-0,1
  1790D;94039;SUL;RS;-30,1565119;-52,1174592;61,3709;68,332;6,96;7,04;0,08;-0,08
  1795M;94040;SUL;RS;-30,2422288;-52,7474274;51,2849;60,073;8,79;8,9;0,08;-0,11
  1776B;94041;SUL;RS;-29,5888169;-51,0865437;170,8569;175,97;5,11;5,18;0,08;-0,06
  1966Z;94042;SUL;RS;-31,6957181;-52,4239901;31,854;41,275;9,42;9,48;0,08;-0,06
  1951R;94043;SUL;RS;-30,9438728;-54,1097508;312,6694;325,674;13;13,06;0,08;-0,06
  1791C;94044;SUL;RS;-29,7002478;-52,8594946;126,6438;134,924;8,28;8,3;0,08;-0,02
  1950U;94045;SUL;RS;-31,5555776;-53,4096287;458,0653;470,551;12,49;12,41;0,08;0,07
  2106N;94046;SUL;RS;-29,315358;-50,2135038;901,6531;906,863;5,21;5,11;0,08;0,1
  1780U;94047;SUL;RS;-29,7781008;-50,1743609;16,4571;19,768;3,31;3,43;0,09;-0,12
  1909J;94054;SUL;RS;-28,3659853;-52,9773522;539,6713;548,111;8,44;8,45;0,08;-0,01
  1772T;94055;SUL;RS;-29,163034;-51,8577433;56,9282;63,46;6,53;6,59;0,07;-0,06
  1902H;94056;SUL;RS;-27,9776355;-52,9048375;602,0904;610,055;7,96;7,99;0,08;-0,02
  1904E;94057;SUL;RS;-27,6757763;-53,8033315;436,8107;444,313;7,5;7,47;0,08;0,03
  1912T;94058;SUL;RS;-27,7893339;-54,3863383;251,3848;259,335;7,95;7,87;0,08;0,08
  1443F;94060;SUL;RS;-27,1640747;-53,4056677;228,5523;234,11;5,56;5,59;0,07;-0,03
  1439B;94061;SUL;RS;-27,287478;-52,9441518;480,8759;486,994;6,12;6,16;0,08;-0,04
  1436D;94062;SUL;RS;-27,641054;-52,2959273;786,7734;794,134;7,36;7,35;0,07;0,01
  1756F;94063;SUL;RS;-27,952855;-52,0156978;645,574;652,833;7,26;7,26;0,08;0
  1760M;94064;SUL;RS;-27,5689193;-51,941094;697,1903;703,68;6,49;6,52;0,07;-0,03
  1932T;94065;SUL;RS;-29,79366;-57,0137974;72,1014;85,951;13,85;13,97;0,09;-0,12
  1928S;94066;SUL;RS;-28,9132564;-55,6219985;138,6481;149,119;10,47;10,45;0,07;0,02
  1918V;94067;SUL;RS;-28,5957574;-55,6522755;113,0949;123,388;10,29;10,26;0,08;0,03
  1918J;94068;SUL;RS;-28,4930223;-55,3718821;130,2483;139,864;9,62;9,62;0,07;-0,01
  1947S;94069;SUL;RS;-30,8820615;-54,8822201;155,484;169,048;13,56;13,48;0,08;0,08
  1949E;94070;SUL;RS;-31,2652444;-54,1393153;300,2908;313,451;13,16;13,16;0,08;0
  2102M;94071;SUL;RS;-30,6938168;-53,2466714;115,864;127,012;11,15;11,12;0,09;0,02
  1942R;94072;SUL;RS;-30,339687;-54,0594236;116,5677;127,939;11,37;11,32;0,08;0,05
  1921H;94073;SUL;RS;-29,1252183;-53,6490929;434,8825;444,222;9,34;9,4;0,08;-0,06
  1930A;94074;SUL;RS;-29,1019563;-54,9175902;407,2176;417,754;10,54;10,46;0,08;0,08
  1926B;94075;SUL;RS;-29,0751762;-54,5091646;386,4286;396,494;10,07;10,11;0,08;-0,05
  1956Z;94116;SUL;RS;-32,098683;-52,9104723;60,1643;70,735;10,57;10,51;0,09;0,06
  1964G;94117;SUL;RS;-31,3140645;-52,0227903;29,2921;37,898;8,61;8,53;0,08;0,08
  2112B;94118;SUL;RS;-30,5908997;-51,5381558;94,1767;101,294;7,12;7,11;0,08;0,01
  2109R;94119;SUL;RS;-30,6962071;-52,059512;106,1261;114,627;8,5;8,44;0,08;0,06
  1908L;94120;SUL;RS;-29,4612505;-51,9575768;57,6836;63,841;6,16;6,18;0,07;-0,03
  1936E;94121;SUL;RS;-29,3823177;-55,4299835;214,6926;225,638;10,95;10,96;0,08;-0,01
  1931G;94122;SUL;RS;-29,262034;-56,5817523;82,2854;95,107;12,82;12,9;0,08;-0,08
  1923M;94123;SUL;RS;-29,1631147;-56,3816552;84,7856;97,236;12,45;12,47;0,08;-0,02
  2100S;94124;SUL;RS;-28,8907254;-53,0321438;488,1569;496,958;8,8;8,74;0,07;0,07
  2101J;94125;SUL;RS;-28,7957039;-52,7944467;454,6738;463,287;8,61;8,52;0,07;0,09
  1917H;94126;SUL;RS;-28,4192544;-54,8699827;248,3164;257,482;9,17;9,2;0,08;-0,03
  1914R;94127;SUL;RS;-27,8870824;-55,0402332;98,6408;107,045;8,4;8,52;0,09;-0,12
  1773J;96118;SUL;RS;-29,2244093;-51,3480439;765,9061;772,146;6,24;6,23;0,08;0,01
  1786L;96119;SUL;RS;-29,6895052;-52,402366;186,2389;193,421;7,18;7,19;0,07;0
  9302T;91558;SUL;SC;-28,2381122;-48,6594405;11,3211;12,64;1,32;1,36;0,07;-0,04
  3012U;91662;SUL;SC;-28,2300649;-48,6543281;06,0893;07,402;1,31;1,36;0,07;-0,04
  3087J;91854;SUL;SC;-28,2366133;-48,6560785;10,5473;11,85;1,3;1,36;0,07;-0,06
  1433D;93978;SUL;SC;-27,0723973;-52,6266937;676,685;682,693;6,01;6;0,08;0
  2060H;93979;SUL;SC;-27,9205202;-50,1034586;1123,2056;1129,353;6,15;6,08;0,06;0,07
  1710F;93981;SUL;SC;-26,5000536;-53,5060341;758,7105;763,657;4,95;4,89;0,09;0,06
  1750Z;93982;SUL;SC;-26,7249549;-51,6322518;1252,1744;1259,758;7,58;7,49;0,08;0,1
  2011X;93983;SUL;SC;-26,27023;-49,9190782;845,7893;849,828;4,04;4,03;0,08;0,01
  2014D;93984;SUL;SC;-26,9132993;-50,4445738;1093,8853;1099,482;5,6;5,55;0,08;0,05
  2064P;94027;SUL;SC;-26,1766491;-49,0076526;174,213;176,614;2,4;2,38;0,08;0,02
  2011U;94028;SUL;SC;-26,3139986;-49,9099339;947,9758;952,02;4,04;4,02;0,08;0,03
  1403X;94029;SUL;SC;-27,2649748;-49,8849049;366,8993;370,878;3,98;4,01;0,07;-0,03
  1401R;94030;SUL;SC;-27,0604718;-49,4120238;93,3253;95,734;2,41;2,5;0,08;-0,09
  2062U;94031;SUL;SC;-27,6599442;-49,1256325;802,3065;805,34;3,03;2,97;0,07;0,07
  1779B;94032;SUL;SC;-29,0791983;-49,6292029;15,1569;17,003;1,85;1,89;0,08;-0,04
  2061N;94033;SUL;SC;-27,8228878;-49,5700003;868,6544;873,267;4,61;4,56;0,07;0,05
  2059L;94034;SUL;SC;-27,9561268;-50,4844354;975,8248;982,288;6,46;6,48;0,07;-0,01
  1412T;94035;SUL;SC;-27,6014893;-50,7295496;834,507;840,276;5,77;5,82;0,07;-0,05
  1445M;94036;SUL;SC;-28,3617516;-49,5866506;1356,633;1361,469;4,84;4,65;0,07;0,18
  1441U;94059;SUL;SC;-27,1547147;-53,7330317;331,0092;336,655;5,65;5,7;0,08;-0,05
  1430C;94104;SUL;SC;-26,5668139;-52,3267969;769,0812;775,037;5,96;6,04;0,08;-0,08
  1421B;94105;SUL;SC;-27,3308108;-51,3552251;738,8044;744,831;6,03;6;0,08;0,03
  1405M;94106;SUL;SC;-27,4399991;-50,1735964;834,2767;839,585;5,31;5,34;0,07;-0,03
  1408R;94107;SUL;SC;-27,525067;-50,6470917;958,0505;963,695;5,64;5,65;0,07;-0,01
  1445E;94108;SUL;SC;-28,3135592;-49,69417;1312,7356;1318,37;5,63;5,61;0,06;0,02
  2061A;94109;SUL;SC;-28,1939291;-49,9957816;1250,6033;1256,999;6,4;6,35;0,06;0,05
  1416Z;94110;SUL;SC;-28,4131976;-50,0486626;1194,0358;1200,453;6,42;6,38;0,06;0,04
  1778L;96166;SUL;SC;-28,8213621;-49,399371;19,7749;21,239;1,46;1,49;0,08;-0,03
  1416U;96167;SUL;SC;-28,3981982;-50,0887382;1148,7695;1155,245;6,48;6,43;0,06;0,05
  2006J;96168;SUL;SC;-27,492642;-48,5038314;03,2473;03,768;0,52;0,58;0,09;-0,05
  3012E;96169;SUL;SC;-26,7819468;-48,6685682;08,4310;08,563;0,13;0,08;0,09;0,05
  2061L;96286;SUL;SC;-27,8106582;-49,616036;862,1324;866,884;4,75;4,7;0,06;0,06
;;;;;;;;;;;
;;;;;;;;;;;
Observações:;;* Valores calculados a partir das altitudes disponíveis nas estações de conexão SAT-RN;;;;;;;;;
;;** Valores obtidos por interpolação do modelo hgeoHNOR2020;;;;;;;;;
